Simplified,Unicode (Simp.),Traditional,Unicode (Trad.),Pinyin,HSK Grade,JD Rank,JD Frequency,JD Percentile
钞,38046,鈔,37396,chāo/chǎo,6,2647,3049,98.73363301
巢,24034,巢,24034,cháo/chào,6,2298,4874,98.03435244
穴,31348,穴,31348,xué/jué,6,1940,7772,96.89830317
嘲,22066,嘲,22066,cháo/zhāo,6,2325,4709,98.10108388
撤,25764,撤,25764,chè,6,1270,19485,92.59411554
淀,28096,澱,28593,diàn,6,3159,1557,99.31839452
闷,38391,悶,24758,mèn/mēn,6,1830,8708,96.43051288
陈,38472,陳,38515,chén/zhèn,6,525,77914,76.83889179
呈,21576,呈,21576,chéng/kuáng/chěng,6,1563,12567,94.98353466
挚,25370,摯,25711,zhì,6,3012,1873,99.18908195
诺,35834,諾,35582,nuò,6,969,32991,88.62740773
堡,22561,堡,22561,bǎo/bǔ/pù,6,1521,13533,94.70223456
惩,24809,懲,25074,chéng,6,1821,8839,96.38979021
澄,28548,澄,28548,chéng/dèng,6,2756,2649,98.89409945
橙,27225,橙,27225,chéng,6,3571,946,99.57884595
秤,31204,秤,31204,chèng,6,3737,765,99.65208009
钝,38045,鈍,37389,dùn,6,3059,1752,99.23318285
赤,36196,赤,36196,chì,6,1660,10981,95.57010284
沛,27803,沛,27803,pèi,6,3032,1834,99.20822833
叠,21472,疊,30090,dié,6,2271,5027,97.96534664
崇,23815,崇,23815,chóng,6,1482,14262,94.4230233
稠,31264,稠,31264,chóu/tiáo/diào,6,3367,1194,99.46639816
筹,31609,籌,31820,chóu/táo,6,1677,10671,95.6651758
储,20648,儲,20786,chǔ/chú,6,1526,13408,94.73705709
蓄,33988,蓄,33988,xù,6,1985,7213,97.07234348
犯,29359,犯,29359,fàn,6,767,47098,84.51416135
川,24029,川,24029,chuān,6,1109,25575,90.72711038
舶,33334,舶,33334,bó,6,2318,4743,98.0840124
喘,21912,喘,21912,chuǎn,6,1977,7320,97.04228467
串,20018,串,20018,chuàn,6,1832,8695,96.43950287
捧,25447,捧,25447,pěng/fèng,6,2353,4533,98.16800445
炊,28810,炊,28810,chuī,6,3333,1262,99.44477794
垂,22402,垂,22402,chuí/zhuì,6,1592,11949,95.16687039
锤,38180,錘,37656,chuí,6,2937,2071,99.11316415
粹,31929,粹,31929,cuì/suì,6,1736,9943,95.97913155
洁,27905,潔,28500,jié,6,1531,13261,94.77146258
慈,24904,慈,24904,cí,6,1487,14141,94.45970264
祥,31077,祥,31077,xiáng,6,1674,10724,95.6485994
磁,30913,磁,30913,cí,6,1771,9433,96.15351398
雌,38604,雌,38604,cí,6,2382,4355,98.23415553
伺,20282,伺,20282,cì/sì,6,2782,2570,98.92918658
丛,19995,叢,21474,cóng,6,1678,10665,95.67068731
凑,20945,湊,28234,còu,6,2193,5544,97.7517857
鲁,40065,魯,39791,lǔ/lǚ,6,898,37474,87.3374712
窜,31388,竄,31428,cuàn,6,2461,3865,98.4015443
摧,25703,摧,25703,cuī/zuì/cuò,6,2166,5743,97.67301421
搓,25619,搓,25619,cuō,6,3098,1673,99.26760125
磋,30923,磋,30923,cuō,6,3261,1377,99.39563529
挫,25387,挫,25387,cuò/zuò,6,2426,4089,98.32974941
搭,25645,搭,25645,dā,6,1842,8626,96.48418153
猎,29454,獵,29557,liè,6,1687,10561,95.71998758
仗,20183,仗,20183,zhàng,6,1712,10263,95.85431606
臣,33251,臣,33251,chén,6,1138,24553,91.10206332
肆,32902,肆,32902,sì/tì,6,2445,3956,98.36927055
歹,27513,歹,27513,è/dǎi/dāi,6,2905,2148,99.07822534
徒,24466,徒,24466,tú,6,1060,27812,90.05572329
怠,24608,怠,24608,dài/yí,6,3024,1847,99.20061091
逮,36910,逮,36910,dǎi/dài/dì,6,2216,5418,97.81701897
怯,24623,怯,24623,qiè,6,2488,3759,98.45464811
诞,35806,誕,35477,dàn,6,1997,7085,97.11661595
辰,36784,辰,36784,chén,6,2317,4755,98.08156128
党,20826,黨,40680,dǎng,6,411,103165,71.59725541
捣,25443,搗,25623,dǎo,6,2723,2753,98.84796449
盗,30423,盜,30428,dào,6,1619,11595,95.33109747
窃,31363,竊,31434,qiè,6,2103,6174,97.47975001
稻,31291,稻,31291,dào,6,2529,3607,98.5326284
谷,35895,谷,35895,gǔ/lù/yù,6,1095,26005,90.54061348
罪,32618,罪,32618,zuì/zui,6,718,52068,83.26407207
笼,31548,籠,31840,lóng/long/lǒng,6,1928,7888,96.84972485
蹬,36460,蹬,36460,dēng,6,3349,1233,99.45510589
瞪,30634,瞪,30634,dèng,6,2049,6644,97.30091289
堤,22564,堤,22564,dī/dǐ/shí/wéi,6,2464,3840,98.40750335
坝,22365,壩,22761,bà,6,2786,2552,98.93447277
抵,25269,抵,25269,dǐ/zhǐ/qí,6,1119,25228,90.85831799
抗,25239,抗,25239,kàng/gāng,6,766,47342,84.48982181
颠,39072,顛,39003,diān,6,2134,5921,97.57674903
簸,31800,簸,31800,bǒ/bò,6,3586,937,99.58614503
缀,32512,綴,32180,zhui/zhuì/chuò,6,3002,1887,99.17937156
垫,22443,墊,22666,diàn,6,2597,3233,98.65243832
惦,24806,惦,24806,diàn,6,3752,752,99.65796989
奠,22880,奠,22880,diàn/tíng/dìng/zhèng/zūn,6,2656,3020,98.74774383
叼,21500,叼,21500,diāo,6,3703,797,99.63835945
雕,38613,雕,38613,diāo,6,1829,8713,96.42601271
吊,21514,吊,21514,diào,6,2050,6637,97.3043428
跌,36300,跌,36300,diē,6,1590,11967,95.15451509
丁,19969,丁,19969,dīng,6,1168,23479,91.47374966
叮,21486,叮,21486,dīng,6,2611,3188,98.67563215
嘱,22065,囑,22225,zhǔ,6,2156,5788,97.64323809
盯,30447,盯,30447,dīng,6,1906,8041,96.75923422
董,33891,董,33891,dǒng/zhǒng,6,1629,11450,95.39059029
荡,33633,蕩,34153,dàng/tāng/tàng,6,1424,15268,93.97863408
脉,33033,脈,33032,mài,6,1594,11932,95.1792045
栋,26635,棟,26847,dòng,6,2710,2830,98.82912922
兜,20828,兜,20828,dōu,6,2512,3663,98.50065129
陡,38497,陡,38497,dǒu,6,2362,4421,98.188788
峭,23789,峭,23789,qiào,6,2990,1918,99.16759196
督,30563,督,30563,dū,6,946,34523,88.22563881
赌,36172,賭,36077,dǔ,6,2037,6759,97.25942177
杜,26460,杜,26460,dù/dǔ/tú,6,1277,19246,92.66409238
伍,20237,伍,20237,wu/wǔ,6,1472,14425,94.34882691
哆,21702,哆,21702,duō/chǐ/zhà/chì/duò/diě,6,3231,1417,99.37397114
嗦,21990,嗦,21990,suo/suō,6,3089,1689,99.25978333
堕,22549,墮,22702,huī/huì/duò,6,2666,2977,98.76321535
额,39069,額,38989,é,6,936,34823,88.04674588
遏,36943,遏,36943,è,6,2701,2849,98.81592691
恩,24681,恩,24681,ēn,6,888,37898,87.14307421
氧,27687,氧,27687,yǎng,6,1863,8401,96.57642251
碳,30899,碳,30899,tàn,6,2740,2711,98.87198983
誓,35475,誓,35475,shì,6,2095,6249,97.45409421
炎,28814,炎,28814,yán/yàn/tán,6,1324,17971,93.11494297
番,30058,番,30058,fān,6,1452,14927,94.19700164
凡,20961,凡,20961,fán,6,1013,30533,89.34844185
殖,27542,殖,27542,zhí/shì,6,1438,15118,94.08843645
驳,39539,駁,39361,bó,6,2022,6879,97.20658617
馈,39304,饋,39243,kuì/tuí,6,2947,2032,99.12379287
滥,28389,濫,28651,làn/jiàn/lǎn/lán,6,2282,4964,97.9937321
畴,30068,疇,30087,chóu,6,2699,2858,98.81297762
贩,36137,販,36009,fàn,6,2466,3837,98.41147019
御,24481,禦,31142,yù,6,1381,16586,93.62685585
纺,32442,紡,32033,fǎng/bǎng/fàng,6,2409,4175,98.29347575
禽,31165,禽,31165,qín,6,2562,3408,98.59257961
兽,20861,獸,29560,shòu,6,1602,11820,95.22824844
翔,32724,翔,32724,xiáng,6,2184,5625,97.72583844
沃,27779,沃,27779,wò,6,1808,9047,96.32986226
诽,35837,誹,35513,fěi,6,3541,985,99.56384265
谤,35876,謗,35607,bàng,6,3253,1387,99.38992636
肺,32954,肺,32954,fèi,6,2044,6692,97.2836993
寝,23517,寢,23522,qǐn,6,2806,2475,98.96041332
墟,22687,墟,22687,xū,6,2958,2010,99.1352531
沸,27832,沸,27832,fèi/fú,6,2698,2860,98.81150065
腾,33150,騰,39472,téng/teng,6,1635,11343,95.42588154
寸,23544,寸,23544,cùn/cun/cǔn,6,1904,8056,96.75092121
裂,35010,裂,35010,liè/liě,6,1317,18093,93.049719
泌,27852,泌,27852,mì/bì,6,2609,3192,98.67233661
歧,27495,歧,27495,qí,6,2071,6451,97.37548809
吩,21545,吩,21545,fēn/pèn,6,2299,4866,98.03686712
咐,21648,咐,21648,fu/fú/fù,6,2093,6257,97.44763181
坟,22367,墳,22707,fén/fèn,6,2370,4402,98.20702379
墓,22675,墓,22675,mù,6,1816,8890,96.36692919
粉,31881,粉,31881,fěn,6,1498,13874,94.53911856
愤,24868,憤,24996,fèn,6,1508,13749,94.61058426
怒,24594,怒,24594,nù,6,1143,24374,91.16521498
锋,38155,鋒,37586,fēng,6,1671,10783,95.63196615
逢,36898,逢,36898,féng,6,2181,5632,97.71711355
奉,22857,奉,22857,fèng,6,1382,16453,93.63535852
敷,25975,敷,25975,fū,6,2788,2548,98.93710683
衍,34893,衍,34893,yǎn/yán,6,2437,4031,98.35281405
俘,20440,俘,20440,fú,6,2057,6594,97.32826168
虏,34383,虜,34396,lǔ,6,2475,3811,98.42925949
辐,36752,輻,36667,fú,6,2428,4084,98.33397103
抚,25242,撫,25771,fǔ/mó,6,1720,10100,95.89631415
俯,20463,俯,20463,fǔ,6,2261,5100,97.93918026
蚀,34432,蝕,34645,shí/lì/lóng,6,2625,3131,98.69846165
朽,26429,朽,26429,xiǔ,6,2544,3526,98.56032033
副,21103,副,21103,fù,6,764,47520,84.44082231
赋,36171,賦,36070,fù,6,1747,9723,96.03488027
予,20104,予,20104,yǔ/yú/zhù,6,925,35757,87.84635676
裕,35029,裕,35029,yù,6,2023,6871,97.210137
腹,33145,腹,33145,fù,6,1589,11974,95.14833072
泻,27899,瀉,28681,xiè,6,2715,2816,98.83641589
覆,35206,覆,35206,fù,6,1823,8795,96.39890268
钙,38041,鈣,37411,gài,6,2951,2017,99.12797108
旱,26097,旱,26097,hàn,6,2523,3636,98.52139711
涉,28041,涉,28041,shè/dié,6,1239,20482,92.27422657
尴,23604,尴,23604,gān,6,2726,2748,98.852229
尬,23596,尬,23596,gà,6,2729,2743,98.85648214
慨,24936,慨,24936,kǎi,6,2208,5479,97.79452228
岗,23703,崗,23831,gǎng/gāng,6,1795,9163,96.26878549
港,28207,港,28207,gǎng/hòng,6,927,35577,87.88314618
湾,28286,灣,28771,wān,6,855,40101,86.47966731
杠,26464,杠,26464,gāng/gōng/gàng,6,3066,1732,99.23947781
杆,26438,杆,26438,gān/gǎn/gàn,6,2011,6944,97.16733324
峰,23792,峰,23792,fēng,6,1473,14424,94.35628102
稿,31295,稿,31295,gǎo,6,1587,12012,95.13594131
诫,35819,誡,35489,jiè,6,2770,2614,98.913159
疙,30105,疙,30105,gē/yì,6,3527,998,99.55667536
瘩,30249,瘩,30249,da/dá,6,3549,974,99.56789528
鸽,40509,鴿,40255,gē,6,2694,2886,98.80555969
搁,25601,擱,25841,gē,6,2380,4359,98.22965382
割,21106,割,21106,gē,6,1665,10894,95.59829657
颂,39042,頌,38924,sòng/róng,6,2414,4142,98.30421712
阂,38402,閡,38305,ài/hé,6,4004,574,99.74290405
抒,25234,抒,25234,shū,6,3071,1724,99.24394025
蒂,33922,蒂,33922,dì,6,1429,15183,94.01800225
踪,36394,蹤,36452,zōng,6,1532,13193,94.77828052
耕,32789,耕,32789,gēng,6,1850,8525,96.51956168
攻,25915,攻,25915,gōng,6,588,68747,79.2139572
宫,23467,宮,23470,gōng,6,982,32179,88.84606934
殿,27583,殿,27583,diàn,6,1555,12667,94.93138277
巩,24041,鞏,38799,gǒng,6,2384,4344,98.23865053
鸣,40483,鳴,40180,míng,6,1680,10636,95.68168295
勾,21246,勾,21246,gōu/gòu,6,2034,6780,97.24892173
钩,38057,鈎,37390,gōu,6,2254,5140,97.92065248
孤,23396,孤,23396,gū,6,1334,17817,93.20744802
辜,36764,辜,36764,gū,6,2596,3235,98.65076755
雇,38599,雇,38599,gù/hù,6,1817,8857,96.37150635
佣,20323,傭,20653,chōng/yōng/yòng,6,2546,3517,98.56395747
杖,26454,杖,26454,zhàng,6,2435,4037,98.34864669
辖,36758,轄,36676,xiá/hé,6,1643,11213,95.47245474
贯,36143,貫,36011,guàn/wān,6,1478,14361,94.39346991
灌,28748,灌,28748,guàn/huàn,6,2077,6403,97.39537967
溉,28297,溉,28297,gài/xiè,6,3524,1000,99.55512707
罐,32592,罐,32592,guàn,6,2410,4169,98.29563022
辉,36745,輝,36637,huī,6,1623,11518,95.35497759
芒,33426,芒,33426,máng/huāng/huǎng,6,2251,5174,97.91266402
阔,38420,闊,38346,kuò,6,1675,10722,95.65414037
轨,36712,軌,36556,guǐ,6,1883,8273,96.66235716
跪,36330,跪,36330,guì,6,2128,5955,97.55834114
棍,26829,棍,26829,gùn/hùn/āo/gǔn,6,2255,5140,97.92330876
渡,28193,渡,28193,dù,6,1406,15692,93.83475024
滤,28388,濾,28670,lǜ,6,3249,1394,99.38705562
瘾,30270,瘾,30270,yǐn,6,3258,1379,99.39349942
嗨,21992,嗨,21992,hāi,6,3294,1326,99.41869062
滨,28392,濱,28657,bīn,6,2474,3811,98.42729002
暄,26244,暄,26244,xuān,6,3886,638,99.70592239
罕,32597,罕,32597,hǎn/hàn,6,2221,5409,97.83100783
捍,25421,捍,25421,hàn/xiàn/gǎn,6,3255,1385,99.39135889
迈,36808,邁,36993,mài,6,1698,10432,95.77957446
耗,32791,耗,32791,hào/máo/mào,6,1730,9999,95.9482278
呵,21621,呵,21621,hē,6,1861,8433,96.56773484
蔼,34108,藹,34297,ǎi,6,3460,1075,99.52064975
睦,30566,睦,30566,mù,6,3019,1859,99.19582755
谐,35856,諧,35559,xié,6,2416,4135,98.30849404
嘿,22079,嘿,22079,hēi,6,2423,4102,98.32339916
痕,30165,痕,30165,hén/gèn,6,1938,7805,96.89026974
狠,29408,狠,29408,hěn/yán/kěn/hǎng,6,1654,11116,95.53587564
横,27178,橫,27243,héng,6,1330,17912,93.17054595
哼,21756,哼,21756,hēng,6,1966,7419,97.00033102
轰,36720,轟,36703,hōng,6,1264,19670,92.53362274
烘,28888,烘,28888,hōng,6,3266,1371,99.39918612
宏,23439,宏,23439,hóng,6,1798,9134,96.28296246
洪,27946,洪,27946,hóng,6,1350,17526,93.35350235
哄,21700,哄,21700,hǒng,6,2513,3660,98.50254272
喉,21897,喉,21897,hóu,6,2096,6233,97.45731533
咙,21657,嚨,22184,lóng,6,3027,1845,99.20347339
吼,21564,吼,21564,hǒu,6,2151,5814,97.62825597
忧,24551,憂,24962,yōu,6,1461,14753,94.26602346
唤,21796,喚,21914,huàn/huan,6,1835,8657,96.45292792
啸,21880,嘯,22063,xiào/chì,6,2301,4850,98.04188665
吁,21505,籲,31858,yù,6,2138,5891,97.58894929
湖,28246,湖,28246,hú,6,918,36112,87.71624732
泊,27850,泊,27850,pō/bó/pò,6,2043,6695,97.28024097
瓣,29923,瓣,29923,bàn,6,2915,2127,99.08928609
蕾,34174,蕾,34174,lěi,6,3329,1268,99.44216559
侨,20392,僑,20689,qiáo/jiǎo,6,2340,4633,98.13722989
妆,22918,妝,22941,zhuāng,6,2639,3083,98.72095938
添,28155,添,28155,tiān/tiàn,6,1859,8460,96.55901047
筒,31570,筒,31570,tǒng/dòng/tóng,6,2088,6296,97.43142388
患,24739,患,24739,huàn,6,1249,20203,92.379166
荒,33618,荒,33618,huāng/huǎng/kāng/huáng,6,1328,17924,93.15202902
谬,35884,謬,35628,miù,6,2390,4290,98.25203423
唐,21776,唐,21776,táng,6,973,32757,88.69518255
皇,30343,皇,30343,huáng/wǎng,6,759,47750,84.31785587
帝,24093,帝,24093,dì,6,612,66035,80.05143955
昏,26127,昏,26127,hūn/hún/hùn,6,1561,12600,94.97053544
恍,24653,恍,24653,huǎng/guāng,6,2535,3584,98.54377184
悟,24735,悟,24735,wù,6,1668,10876,95.6151696
晃,26179,晃,26179,huàng,6,1796,9157,96.27351769
霍,38669,霍,38669,huò/hè/suǒ,6,1442,15034,94.1195805
煌,29004,煌,29004,huáng,6,2276,5002,97.97829159
毁,27585,毀,27584,huǐ,6,1160,23773,91.37635323
灭,28781,滅,28357,miè,6,953,34135,88.34993597
晤,26212,晤,26212,wù,6,2719,2805,98.84221991
贿,36159,賄,36036,huì,6,2569,3346,98.60477057
赂,36162,賂,36034,lù,6,3270,1362,99.40201138
荤,33636,葷,33911,hūn,6,4295,419,99.81702912
浑,27985,渾,28222,hún/hùn/gǔn,6,1991,7136,97.09458643
混,28151,混,28151,hùn/hún/gǔn/kūn,6,1137,24605,91.08937469
淆,28102,淆,28102,xiáo,6,3263,1375,99.39705748
浊,27978,濁,28609,zhuó,6,2985,1924,99.16262721
箭,31661,箭,31661,jiàn,6,1496,13922,94.52476951
焰,28976,焰,28976,yàn,6,2259,5116,97.9339044
讥,35749,譏,35663,jī,6,2922,2114,99.09695725
饥,39269,饑,39249,jī/qí,6,2173,5689,97.69370835
械,26800,械,26800,xiè,6,1657,11060,95.55304583
吉,21513,吉,21513,jí,6,856,40081,86.50038058
躁,36481,躁,36481,zào,6,2451,3917,98.38146152
嫉,23241,嫉,23241,jí,6,2690,2892,98.79958772
妒,22930,妒,22930,dù,6,2598,3228,98.6541065
忌,24524,忌,24524,jì,6,1922,7938,96.82520804
讳,35763,諱,35569,huì,6,2912,2139,99.08598074
佳,20339,佳,20339,jiā,6,1583,12061,95.1110824
肴,32948,肴,32948,yáo,6,3513,1026,99.54939282
晓,26195,曉,26313,xiǎo,6,1357,17316,93.41659924
尖,23574,尖,23574,jiān,6,1321,18036,93.08703192
锐,38160,銳,37555,ruì,6,1851,8522,96.52396572
韧,38887,韌,38860,rèn,6,3137,1593,99.30049153
监,30417,監,30435,jiān/jiàn/kàn,6,838,41082,86.12286283
狱,29425,獄,29508,yù,6,1597,11886,95.19765838
煎,29006,煎,29006,jiān,6,2893,2183,99.06482304
拣,25315,揀,25536,jiǎn,6,2965,1981,99.14248034
陋,38475,陋,38475,lòu,6,2660,2995,98.75395662
谍,35853,諜,35548,dié/xiè,6,2391,4274,98.25424297
剑,21073,劍,21133,jiàn,6,869,39020,86.76618333
舰,33328,艦,33382,jiàn,6,851,40500,86.39645767
艇,33351,艇,33351,tǐng,6,1372,16868,93.54910191
踏,36367,踏,36367,tà/tā,6,1753,9656,96.06494218
溅,28293,濺,28666,jiàn,6,2949,2019,99.12588533
鉴,37492,鑒,37970,jiàn,6,1655,11090,95.54160679
僵,20725,僵,20725,jiāng,6,2333,4668,98.12043076
桨,26728,槳,27123,jiǎng,6,2939,2067,99.11530106
娇,23047,嬌,23308,jiāo,6,2158,5772,97.6492085
焦,28966,焦,28966,jiāo/qiáo,6,1554,12684,94.92483665
侥,20389,僥,20709,yáo/jiǎo/jiāo,6,3359,1215,99.46141997
搅,25605,攪,25898,jiǎo,6,2679,2922,98.78307643
拌,25292,拌,25292,bàn/pān,6,3570,950,99.57835708
缴,32564,繳,32371,jiǎo/zhuó/jiào/hé,6,1834,8659,96.44845411
皆,30342,皆,30342,jiē,6,1419,15357,93.93908864
揭,25581,揭,25581,jiē/qì/hé,6,1666,10892,95.60392539
奏,22863,奏,22863,zòu/còu,6,1543,12859,94.85224488
杰,26480,傑,20625,jié,6,1129,24796,90.98734735
晶,26230,晶,26230,jīng,6,1725,10038,95.92232808
截,25130,截,25130,jié,6,1552,12718,94.91171444
竭,31469,竭,31469,jié,6,1987,7194,97.0797795
剖,21078,剖,21078,pōu,6,2484,3767,98.44687411
融,34701,融,34701,róng,6,1225,20883,92.1245656
津,27941,津,27941,jīn,6,1353,17470,93.38061549
锦,38182,錦,37670,jǐn,6,1947,7682,96.92616615
晋,26187,晉,26185,jìn,6,1645,11192,95.48402711
浸,28024,浸,28024,jìn/qīn,6,2354,4529,98.17034497
泡,27873,泡,27873,pào/pāo/páo,6,2000,7046,97.12755215
茎,33550,莖,33686,jīng,6,2675,2956,98.77701196
纬,32428,緯,32239,wěi,6,2697,2874,98.81002264
讶,35766,訝,35357,yà,6,2162,5760,97.66112609
兢,20834,兢,20834,jīng,6,3117,1632,99.28383193
井,20117,井,20117,jǐng,6,1431,15158,94.03367996
颈,39048,頸,38968,jǐng/gěng,6,2117,6104,97.52418681
椎,26894,椎,26894,chuí/zhuī,6,2455,3888,98.3895337
惕,24789,惕,24789,tì,6,2742,2698,98.87478305
纠,32416,糾,31998,jiū/jiǎo,6,1723,10064,95.91193967
拘,25304,拘,25304,jū/gōu/jǔ/jú,6,2098,6224,97.46375034
鞠,38816,鞠,38816,jū/qū/qiōng,6,3037,1821,99.21294864
躬,36524,躬,36524,gōng,6,2650,3037,98.73834816
咀,21632,咀,21632,jǔ,6,3498,1037,99.54140487
嚼,22204,嚼,22204,jué/jiáo,6,2731,2739,98.85931464
沮,27822,沮,27822,jū/jǔ/jù/jiān/zǔ,6,2878,2229,99.04769523
丧,20007,喪,21930,sàng/sāng,6,1404,15731,93.81852939
瞩,30633,矚,30682,zhǔ,6,3320,1284,99.43622514
倔,20500,倔,20500,jué/juè,6,3542,985,99.56435168
君,21531,君,21531,jūn,6,985,31960,88.89573187
辟,36767,辟,36767,pì/bì/mǐ,6,2140,5876,97.59502565
拓,25299,拓,25299,zhí/tuò/tà,6,2238,5256,97.87767043
刊,21002,刊,21002,kān,6,1241,20458,92.29537291
勘,21208,勘,21208,kān,6,2585,3303,98.63225786
探,25506,探,25506,tàn/tan/xián,6,917,36230,87.69758517
侃,20355,侃,20355,kǎn,6,3315,1295,99.43289085
慷,24951,慷,24951,kāng,6,2935,2078,99.11102311
扛,25179,扛,25179,káng,6,2989,1921,99.16660077
拢,25314,攏,25871,lǒng,6,2374,4390,98.21610113
磕,30933,磕,30933,kē,6,2991,1909,99.1685785
啃,21827,啃,21827,kěn,6,3345,1242,99.45254935
坑,22353,坑,22353,kēng,6,2242,5223,97.88848881
孔,23380,孔,23380,kǒng,6,1289,18890,92.78214936
怖,24598,怖,24598,bù,6,1776,9400,96.17782149
惧,24807,懼,25084,jù,6,1616,11644,95.31308337
隙,38553,隙,38553,xì,6,2419,4130,98.31490011
腔,33108,腔,33108,qiāng/kòng,6,1914,7975,96.79232759
扣,25187,扣,25187,kòu,6,1625,11505,95.36687088
枯,26543,枯,26543,kū/gū,6,2188,5582,97.73741856
萎,33806,萎,33806,wèi/wěi/wēi,6,2757,2647,98.89546738
泣,27875,泣,27875,qì/lì/sè,6,2449,3929,98.37740889
甘,29976,甘,29976,gān/hān,6,1408,15654,93.85093544
涩,28073,澀,28544,sè,6,2836,2373,98.99788954
挎,25358,挎,25358,kuà,6,4005,574,99.74320068
跨,36328,跨,36328,kuà,6,1774,9404,96.16810541
筐,31568,筐,31568,kuāng,6,3419,1119,99.49743886
旷,26103,曠,26336,kuàng,6,2735,2731,98.86497086
框,26694,框,26694,kuāng/kuàng/kuáng,6,2144,5853,97.60714633
捆,25414,捆,25414,kǔn/hún,6,2640,3079,98.72255056
喇,21895,喇,21895,lǎ/lá/lā/la,6,2677,2939,98.78005272
叭,21485,叭,21485,ba/pā/bā,6,2704,2842,98.82033612
蜡,34593,蠟,34847,là,6,2593,3246,98.64574595
烛,28891,燭,29165,zhú/kuò,6,2537,3578,98.54747099
啦,21862,啦,21862,la,6,1194,22263,91.78043269
栏,26639,欄,27396,lán/liàn,6,2101,6182,97.47336461
惰,24816,惰,24816,duò/tuó,6,3310,1302,99.42953588
狼,29436,狼,29436,láng/lǎng/làng/hǎng,6,1708,10295,95.83307774
狈,29384,狽,29437,bèi,6,3090,1688,99.26065566
吞,21534,吞,21534,tūn/tiān,6,1797,9142,96.27824214
咽,21693,咽,21693,yàn/yè/yān/yuān,6,2031,6818,97.23840411
捞,25438,撈,25736,lāo,6,2508,3681,98.4930685
牢,29282,牢,29282,láo/lào/lóu,6,1696,10454,95.76878605
骚,39578,騷,39479,sāo/sǎo/xiāo,6,2237,5268,97.8749542
唠,21792,唠,21792,láo,6,3399,1143,99.48574143
叨,21480,叨,21480,tāo/dāo,6,2844,2344,99.00762319
愣,24867,愣,24867,lèng,6,2263,5088,97.9444432
黎,40654,黎,40654,lí,6,1476,14389,94.37861492
碑,30865,碑,30865,bēi,6,2203,5509,97.78033808
睬,30572,睬,30572,cǎi,6,3250,1392,99.38777499
壮,22766,壯,22767,zhuàng/zhuāng,6,1432,15151,94.04150977
粒,31890,粒,31890,lì,6,1714,10200,95.86486726
盟,30431,盟,30431,méng/mèng,6,1163,23581,91.41302327
廉,24265,廉,24265,lián,6,1818,8854,96.37608197
晾,26238,晾,26238,liàng,6,3909,622,99.71341577
辽,36797,遼,36988,liáo,6,2086,6300,97.42491497
淋,28107,淋,28107,lín,6,2168,5737,97.67894587
吝,21533,吝,21533,lìn,6,3507,1030,99.54620477
啬,21868,啬,21868,sè,6,3860,659,99.69720784
伶,20278,伶,20278,ling/líng,6,2906,2148,99.0793354
俐,20432,俐,20432,lì,6,3564,960,99.5753959
魂,39746,魂,39746,hún,6,1348,17535,93.33538542
晨,26216,晨,26216,chen/chén,6,1388,16235,93.68601586
袖,34966,袖,34966,xiù,6,1686,10564,95.71452981
溜,28316,溜,28316,liū,6,1923,7935,96.82930873
氓,27667,氓,27667,máng/méng,6,3060,1747,99.23408567
聋,32843,聾,32894,lóng,6,2873,2250,99.04191809
哑,21713,啞,21854,yǎ/è/yā,6,2368,4406,98.20247247
隆,38534,隆,38534,lóng/lōng,6,1400,15979,93.78577555
垄,22404,壟,22751,lǒng,6,2336,4642,98.1276456
罩,32617,罩,32617,zhào,6,1978,7309,97.04606185
搂,25602,摟,25695,lǒu,6,2795,2512,98.94624824
炉,28809,爐,29200,lú,6,1980,7295,97.05360485
灶,28790,竈,31432,zào,6,2691,2891,98.80108174
屡,23649,屢,23650,lǚ,6,2450,3925,98.37943727
履,23653,履,23653,lǚ,6,1802,9091,96.30177705
掠,25504,掠,25504,è/lüè/lüě,6,1868,8343,96.59802723
夺,22842,奪,22890,duó/duì,6,1199,22148,91.8377514
廓,24275,廓,24275,kuò,6,2911,2141,99.08487533
胎,32974,胎,32974,tāi,6,1984,7256,97.06861591
坛,22363,壇,22727,tán/shàn/dàn/tǎn,6,1806,9049,96.32051155
唆,21766,唆,21766,suō/shuà,6,3654,852,99.61745032
绎,32462,繹,32377,yì/shì,6,3015,1870,99.19198215
痹,30201,痹,30201,bì,6,3391,1158,99.48099476
蚂,34434,螞,34718,mǎ/mā/mà,6,2888,2206,99.05915752
蚁,34433,蟻,34811,yǐ/jǐ,6,2517,3653,98.51009967
嘛,22043,嘛,22043,"ma, má",6,1628,11474,95.3846731
埋,22475,埋,22475,mái/mán,6,1640,11246,95.45505045
伏,20239,伏,20239,fú/fù,6,1389,16181,93.69437796
葬,33900,葬,33900,zàng,6,2060,6558,97.33845062
蔓,34067,蔓,34067,màn/wàn/mán,6,2829,2390,98.98928042
碌,30860,碌,30860,lù/luò/liù,6,2548,3497,98.56757496
盲,30450,盲,30450,máng,6,2079,6395,97.4019909
茫,33579,茫,33579,máng/māng/huǎng,6,1951,7659,96.94202629
茂,33538,茂,33538,mào,6,2309,4798,98.06180614
枚,26522,枚,26522,méi,6,1884,8270,96.66663097
萌,33804,萌,33804,méng/míng,6,2879,2229,99.04884714
芽,33469,芽,33469,yá,6,2737,2717,98.86778268
猛,29467,猛,29467,měng,6,1157,23862,91.33942893
