Simplified,Traditional,Pinyin,HSK Grade
原则,原則,yuánzé,5
圆,圓,yuán,5
愿望,願望,yuànwàng,5
乐器,樂器,yuèqì,5
晕,暈,yūn,5
运气,運氣,yùnqi,5
运输,運輸,yùnshū,5
运用,運用,yùnyòng,5
灾害,災害,zāihài,5
灾,災,zāi,5
再三,再三,zàisān,5
在乎,在乎,zàihu,5
在于,在于,zàiyú,5
赞成,贊成,zànchéng,5
赞美,贊美,zànměi,5
糟糕,糟糕,zāogāo,5
糟,糟,zāo,5
造成,造成,zàochéng,5
责备,責備,zébèi,5
摘,摘,zhāi,5
窄,窄,zhǎi,5
粘贴,粘貼,zhāntiē,5
粘,粘,zhān/nián,5
展开,展開,zhǎn kāi,5
展览,展覽,zhǎnlǎn,5
战争,戰爭,zhànzhēng,5
长辈,長輩,zhǎngbèi,5
涨,漲,"zhǎng, zhàng",5
掌握,掌握,zhǎngwò,5
账户,賬戶,zhànghù,5
招待,招待,zhāodài,5
着火,著火,zháohuǒ,5
着凉,著涼,zháo liáng,5
召开,召開,zhàokāi,5
召,召,zhào/shào,5
照常,照常,zhàocháng,5
哲学,哲學,zhéxué,5
哲,哲,zhé,5
针对,針對,zhēnduì,5
珍惜,珍惜,zhēnxī,5
珍,珍,zhēn,5
真实,真實,zhēnshí,5
诊断,診斷,zhěnduàn,5
阵,陣,zhèn,5
振动,振動,zhèndòng,5
振,振,zhèn/zhēn/zhěn,5
争论,爭論,zhēnglùn,5
争取,爭取,zhēngqǔ,5
征求,征求,zhēngqiú,5
睁,睜,zhēng,5
整个,整個,zhěnggè,5
整齐,整齊,zhěngqí,5
齐,齊,qí/jī/jì/zī/zhāi/jiǎn,5
整体,整體,zhěngtǐ,5
证件,證件,zhèngjiàn,5
证据,證據,zhèngjù,5
政府,政府,zhèngfǔ,5
政,政,zhèng/zhēng,5
府,府,fǔ,5
政治,政治,zhèngzhì,5
治,治,zhì/chí,5
挣,掙,"zhèng, zhēng",5
支票,支票,zhīpiào,5
执照,執照,zhízhào,5
执,執,zhí,5
指导,指導,zhǐdǎo,5
指挥,指揮,zhǐhuī,5
至今,至今,zhì jīn,5
至于,至于,zhìyú,5
志愿者,志願者,zhìyuànzhě,5
制定,制定,zhìdìng,5
制度,制度,zhìdù,5
制造,制造,zhìzào,5
制作,制作,zhìzuò,5
治疗,治療,zhìliáo,5
疗,療,liáo/liào/shuò,5
秩序,秩序,zhìxù,5
秩,秩,zhì,5
智慧,智慧,zhìhuì,5
智,智,zhì,5
慧,慧,huì,5
中介,中介,zhōngjiè,5
中心,中心,zhōngxīn,5
中旬,中旬,zhōngxún,5
旬,旬,xún/jūn,5
种类,種類,zhǒnglèi,5
重大,重大,zhòngdà,5
重量,重量,zhòngliàng,5
周到,周到,zhōudào,5
猪,豬,zhū,5
竹子,竹子,zhúzi,5
竹,竹,zhú,5
逐步,逐步,zhúbù,5
逐,逐,zhú/dí/zhòu/tún,5
逐渐,逐漸,zhújiàn,5
渐,漸,jiàn/jiān/qián/chán,5
主持,主持,zhǔchí,5
主动,主動,zhǔdòng,5
主观,主觀,zhǔguān,5
主人,主人,zhǔrén,5
主任,主任,zhǔrèn,5
主题,主題,zhǔtí,5
主席,主席,zhǔxí,5
主张,主張,zhǔzhāng,5
煮,煮,zhǔ,5
注册,注冊,zhùcè,5
祝福,祝福,zhùfú,5
抓,抓,zhuā,5
抓紧,抓緊,zhuā jǐn,5
专家,專家,zhuānjiā,5
专心,專心,zhuānxīn,5
转变,轉變,zhuǎnbiàn,5
转告,轉告,zhuǎngào,5
装饰,裝飾,zhuāngshì,5
饰,飾,shì/chì,5
装修,裝修,zhuāngxiū,5
状况,狀況,zhuàngkuàng,5
状态,狀態,zhuàngtài,5
撞,撞,zhuàng,5
追,追,zhuī,5
追求,追求,zhuīqiú,5
咨询,咨詢,zīxún,5
咨,咨,zī,5
姿势,姿勢,zīshì,5
姿,姿,zī/zì,5
资格,資格,zīgé,5
资金,資金,zījīn,5
资料,資料,zīliào,5
资源,資源,zīyuán,5
紫,紫,zǐ,5
自从,自從,zìcóng,5
自动,自動,zìdòng,5
自豪,自豪,zìháo,5
自觉,自覺,zìjué,5
自私,自私,zìsī,5
自由,自由,zìyóu,5
自愿,自願,zìyuàn,5
字母,字母,zìmǔ,5
字幕,字幕,zìmù,5
综合,綜合,zōnghé,5
综,綜,zōng/zèng/zòng,5
总裁,總裁,zǒngcái,5
裁,裁,cái,5
总共,總共,zǒnggòng,5
总理,總理,zǒnglǐ,5
总算,總算,zǒngsuàn,5
总统,總統,zǒngtǒng,5
总之,總之,zǒngzhī,5
阻止,阻止,zǔzhǐ,5
阻,阻,zǔ/zhù,5
组,組,zǔ,5
组成,組成,zǔchéng,5
组合,組合,zǔhé,5
组织,組織,zǔzhī,5
织,織,zhī/zhì,5
最初,最初,zuìchū,5
醉,醉,zuì,5
尊敬,尊敬,zūnjìng,5
敬,敬,jìng,5
遵守,遵守,zūnshǒu,5
遵,遵,zūn,5
守,守,shǒu/shòu,5
作品,作品,zuòpǐn,5
作为,作爲,zuòwéi,5
作文,作文,zuò wén,5
挨,挨,āi,6
癌症,癌症,áizhèng,6
癌,癌,ái/yán,6
症,症,zhèng/zhēng,6
爱不释手,愛不釋手,àibúshìshǒu,6
爱戴,愛戴,àidài,6
暧昧,暧昧,àimèi,6
暧,暧,ài,6
昧,昧,mèi/wěn/mò,6
安宁,安甯,ānníng,6
安详,安詳,ānxiáng,6
安置,安置,ānzhì,6
按摩,按摩,ànmó,6
案件,案件,ànjiàn,6
案例,案例,ànlì,6
暗示,暗示,ànshì,6
昂贵,昂貴,ángguì,6
昂,昂,áng/yàng,6
凹凸,凹凸,āotū,6
凹,凹,āo/wā,6
凸,凸,tū,6
奥秘,奧秘,àomì,6
奥,奧,ào,6
巴不得,巴不得,bābùdé,6
巴结,巴結,bājie,6
扒,扒,bā,6
疤,疤,bā,6
拔苗助长,拔苗助長,bámiáozhùzhǎng,6
拔,拔,bá/ba/bō/bié/fá/bèi,6
把关,把關,bǎ guān,6
把手,把手,bǎshou,6
罢工,罷工,bà gōng,6
罢,罷,ba/bà/pí/pì/bǐ/bǎi,6
霸道,霸道,bàdào,6
霸,霸,bà/pò,6
掰,掰,bāi,6
摆脱,擺脫,bǎituō,6
败坏,敗壞,bàihuài,6
拜访,拜訪,bàifǎng,6
拜年,拜年,bài nián,6
拜托,拜托,bàituō,6
颁布,頒布,bānbù,6
颁,頒,bān/fén,6
颁发,頒發,bānfā,6
斑,斑,bān,6
版本,版本,bǎnběn,6
半途而废,半途而廢,bàn tú ér fèi,6
扮演,扮演,bànyǎn,6
伴侣,伴侶,bànlǚ,6
侣,侶,lǚ,6
伴随,伴隨,bànsuí,6
绑架,綁架,bǎngjià,6
绑,綁,bǎng,6
榜样,榜樣,bǎngyàng,6
榜,榜,bǎng/bēng/bàng/páng,6
磅,磅,bàng,6
包庇,包庇,bāobì,6
庇,庇,bì/pí/pǐ,6
包袱,包袱,bāofu,6
袱,袱,fu/fú,6
包围,包圍,bāowéi,6
包装,包裝,bāozhuāng,6
饱和,飽和,bǎohé,6
饱经沧桑,飽經滄桑,bǎojīngcāngsāng,6
沧,滄,cāng,6
桑,桑,sāng,6
保管,保管,bǎoguǎn,6
保密,保密,bǎo mì,6
保姆,保姆,bǎomǔ,6
姆,姆,mǔ,6
保守,保守,bǎoshǒu,6
保卫,保衛,bǎowèi,6
保养,保養,bǎoyǎng,6
保障,保障,bǎozhàng,6
障,障,zhàng/zhāng,6
保重,保重,bǎozhòng,6
报仇,報仇,bàochóu,6
仇,仇,chóu/qiú/jū,6
报酬,報酬,bàochou,6
酬,酬,chou/chóu,6
报答,報答,bàodá,6
报复,報複,bàofu,6
报警,報警,bàojǐng,6
报销,報銷,bàoxiāo,6
抱负,抱負,bàofù,6
暴力,暴力,bàolì,6
暴,暴,bào/pù/bó,6
暴露,暴露,bàolù,6
露,露,lù/lòu,6
曝光,曝光,bàoguāng,6
曝,曝,pù,6
爆发,爆發,bàofā,6
爆,爆,bào/bó,6
爆炸,爆炸,bàozhà,6
卑鄙,卑鄙,bēibǐ,6
卑,卑,bēi/bǐ/bì/pí/bān,6
鄙,鄙,bǐ,6
悲哀,悲哀,bēi'āi,6
哀,哀,āi,6
悲惨,悲慘,bēicǎn,6
惨,慘,cǎn,6
北极,北極,běijí,6
贝壳,貝殼,bèiké,6
壳,殼,ké/qiào,6
备份,備份,bèifèn,6
备忘录,備忘錄,bèiwànglù,6
背叛,背叛,bèipàn,6
叛,叛,pàn,6
背诵,背誦,bèisòng,6
诵,誦,sòng,6
被动,被動,bèidòng,6
被告,被告,bèigào,6
奔波,奔波,bēnbō,6
奔,奔,bēn/bèn/fèn,6
波,波,bō/bēi/bì,6
奔驰,奔馳,bēnchí,6
驰,馳,chí,6
本能,本能,běnnéng,6
本钱,本錢,běnqián,6
本人,本人,běnrén,6
本身,本身,běnshēn,6
本事,本事,běnshi,6
笨拙,笨拙,bènzhuō,6
拙,拙,zhuō,6
崩溃,崩潰,bēngkuì,6
崩,崩,bēng,6
溃,潰,kuì/xiè,6
甭,甭,béng,6
迸发,迸發,bèngfā,6
迸,迸,bèng,6
蹦,蹦,bèng,6
逼迫,逼迫,bīpò,6
逼,逼,bī,6
鼻涕,鼻涕,bítì,6
涕,涕,tì,6
比方,比方,bǐfang,6
比喻,比喻,bǐyù,6
喻,喻,yù/yú,6
比重,比重,bǐzhòng,6
鄙视,鄙視,bǐshì,6
闭塞,閉塞,bìsè,6
塞,塞,sāi/sè/sài,6
弊病,弊病,bìbìng,6
弊,弊,bì,6
弊端,弊端,bìduān,6
端,端,duān,6
臂,臂,bì,6
边疆,邊疆,biānjiāng,6
疆,疆,jiāng/jiàng,6
边界,邊界,biānjiè,6
边境,邊境,biānjìng,6
边缘,邊緣,biānyuán,6
缘,緣,yuán/yuàn,6
编织,編織,biānzhī,6
鞭策,鞭策,biāncè,6
策,策,cè,6
贬低,貶低,biǎndī,6
贬,貶,biǎn/fá,6
贬义,貶義,biǎnyì,6
扁,扁,biǎn,6
变故,變故,biàngù,6
变迁,變遷,biànqiān,6
迁,遷,qiān,6
变质,變質,biàn zhì,6
便利,便利,biànlì,6
便条,便條,biàntiáo,6
便于,便于,biànyú,6
遍布,遍布,biànbù,6
辨认,辨認,biànrèn,6
辨,辨,biàn/biǎn/bàn/piàn,6
辩护,辯護,biànhù,6
辩解,辯解,biànjiě,6
辩证,辯證,biànzhèng,6
辫子,辮子,biànzi,6
辫,辮,biàn,6
标本,標本,biāoběn,6
标记,標記,biāojì,6
标题,標題,biāotí,6
表决,表決,biǎojué,6
表态,表態,biǎotài,6
表彰,表彰,biǎozhāng,6
彰,彰,zhāng,6
憋,憋,biē,6
别墅,別墅,biéshù,6
墅,墅,shù/yě,6
别致,別致,biézhì,6
别扭,別扭,bièniu,6
扭,扭,niǔ/niu/chǒu/zhǒu/zhòu,6
濒临,瀕臨,bīnlín,6
濒,瀕,bīn,6
冰雹,冰雹,bīngbáo,6
雹,雹,báo,6
丙,丙,bǐng,6
并非,並非,bìngfēi,6
并列,並列,bìngliè,6
拨,撥,bō,6
波浪,波浪,bōlàng,6
波涛,波濤,bōtāo,6
涛,濤,tāo/cháo/shòu/dào,6
剥削,剝削,bōxuē,6
剥,剝,bō,6
削,削,xuē/xiāo/qiào/shào,6
播种,播種,bōzhǒng,6
伯母,伯母,bómǔ,6
伯,伯,bó/bo/mò/bà,6
博大精深,博大精深,bódàjīngshēn,6
博览会,博覽會,bólǎnhuì,6
搏斗,搏鬥,bódòu,6
搏,搏,bó,6
薄弱,薄弱,bóruò,6
补偿,補償,bǔcháng,6
补救,補救,bǔjiù,6
补贴,補貼,bǔtiē,6
捕捉,捕捉,bǔzhuō,6
捕,捕,bǔ,6
捉,捉,zhuō,6
哺乳,哺乳,bǔrǔ,6
哺,哺,bǔ/bū/fǔ,6
乳,乳,rǔ,6
不得已,不得已,bùdéyǐ,6
不妨,不妨,bùfáng,6
不敢当,不敢當,bù gǎndāng,6
不顾,不顧,búgù,6
不禁,不禁,bùjīn,6
不堪,不堪,bùkān,6
堪,堪,kān/chěn,6
不可思议,不可思議,bùkěsīyì,6
不愧,不愧,búkuì,6
不料,不料,búliào,6
不免,不免,bùmiǎn,6
不时,不時,bùshí,6
不惜,不惜,bùxī,6
不相上下,不相上下,bù xiāng shàng xià,6
不像话,不像話,búxiànghuà,6
不屑一顾,不屑一顧,búxièyígù,6
屑,屑,xiè,6
不言而喻,不言而喻,bùyán'éryù,6
不由得,不由得,bùyóude,6
不择手段,不擇手段,bùzéshǒuduàn,6
不止,不止,bùzhǐ,6
布告,布告,bùgào,6
布局,布局,bùjú,6
布置,布置,bùzhì,6
步伐,步伐,bùfá,6
伐,伐,fá,6
部署,部署,bùshǔ,6
署,署,shǔ,6
部位,部位,bùwèi,6
才干,才幹,cáigàn,6
财富,財富,cáifù,6
财务,財務,cáiwù,6
财政,財政,cáizhèng,6
裁缝,裁縫,cáifeng,6
缝,縫,fèng/féng,6
裁判,裁判,cáipàn,6
裁员,裁員,cáiyuán,6
采购,采購,cǎigòu,6
采集,采集,cǎijí,6
采纳,采納,cǎinà,6
彩票,彩票,cǎipiào,6
参谋,參謀,cānmóu,6
谋,謀,móu/mou,6
参照,參照,cānzhào,6
残疾,殘疾,cánji,6
残,殘,cán,6
疾,疾,jí,6
残酷,殘酷,cánkù,6
酷,酷,kù,6
残留,殘留,cánliú,6
残忍,殘忍,cánrěn,6
灿烂,燦爛,cànlàn,6
灿,燦,càn,6
仓促,倉促,cāngcù,6
仓,倉,cāng/chuàng,6
仓库,倉庫,cāngkù,6
苍白,蒼白,cāngbái,6
苍,蒼,cāng/cǎng,6
舱,艙,cāng,6
操劳,操勞,cāoláo,6
操练,操練,cāoliàn,6
操纵,操縱,cāozòng,6
纵,縱,zòng/cóng/zǒng,6
操作,操作,cāozuò,6
嘈杂,嘈雜,cáozá,6
嘈,嘈,cáo,6
草案,草案,cǎo'àn,6
草率,草率,cǎoshuài,6
侧面,側面,cèmiàn,6
侧,側,cè/zè/zhāi,6
测量,測量,cèliáng,6
策划,策劃,cèhuà,6
策略,策略,cèlüè,6
层出不穷,層出不窮,céng chū bù qióng,6
层次,層次,céngcì,6
差别,差別,chābié,6
插座,插座,chāzuò,6
查获,查獲,cháhuò,6
岔,岔,chà,6
刹那,刹那,chànà,6
刹,刹,shā/chà,6
诧异,詫異,chàyì,6
诧,詫,chà/dù,6
异,異,yì,6
柴油,柴油,cháiyóu,6
搀,攙,chān,6
馋,饞,chán,6
缠绕,纏繞,chánrào,6
缠,纏,chán,6
产业,産業,chǎnyè,6
阐述,闡述,chǎnshù,6
阐,闡,chǎn,6
颤抖,顫抖,chàndǒu,6
颤,顫,chàn/zhàn/shān,6
昌盛,昌盛,chāngshèng,6
昌,昌,chāng/chàng,6
盛,盛,shèng/chéng,6
尝试,嘗試,chángshì,6
偿还,償還,chánghuán,6
场合,場合,chǎnghé,6
场面,場面,chǎngmiàn,6
场所,場所,chǎngsuǒ,6
敞开,敞開,chǎngkāi,6
敞,敞,chang/chǎng/chèng/zhèng,6
畅通,暢通,chàngtōng,6
畅,暢,chàng,6
畅销,暢銷,chàngxiāo,6
倡导,倡導,chàngdǎo,6
倡议,倡議,chàngyì,6
钞票,鈔票,chāopiào,6
钞,鈔,chāo/chǎo,6
超越,超越,chāoyuè,6
巢穴,巢穴,cháoxué,6
巢,巢,cháo/chào,6
穴,穴,xué/jué,6
朝代,朝代,cháodài,6
嘲笑,嘲笑,cháoxiào,6
嘲,嘲,cháo/zhāo,6
潮流,潮流,cháoliú,6
撤退,撤退,chètuì,6
撤,撤,chè,6
撤销,撤銷,chèxiāo,6
沉淀,沈澱,chéndiàn,6
淀,澱,diàn,6
沉闷,沈悶,chénmèn,6
闷,悶,mèn/mēn,6
沉思,沈思,chénsī,6
沉重,沈重,chénzhòng,6
沉着,沈著,chénzhuó,6
陈旧,陳舊,chénjiù,6
陈,陳,chén/zhèn,6
陈列,陳列,chénliè,6
陈述,陳述,chénshù,6
衬托,襯托,chèntuō,6
称心如意,稱心如意,chènxīnrúyì,6
称号,稱號,chēnghào,6
成本,成本,chéngběn,6
成交,成交,chéngjiāo,6
成天,成天,chéngtiān,6
成效,成效,chéngxiào,6
成心,成心,chéngxīn,6
成员,成員,chéngyuán,6
呈现,呈現,chéngxiàn,6
呈,呈,chéng/kuáng/chěng,6
诚挚,誠摯,chéngzhì,6
挚,摯,zhì,6
承办,承辦,chéngbàn,6
承包,承包,chéngbāo,6
承诺,承諾,chéngnuò,6
诺,諾,nuò,6
城堡,城堡,chéngbǎo,6
堡,堡,bǎo/bǔ/pù,6
惩罚,懲罰,chéngfá,6
惩,懲,chéng,6
澄清,澄清,chéngqīng,6
澄,澄,chéng/dèng,6
橙,橙,chéng,6
秤,秤,chèng,6
吃苦,吃苦,chī kǔ,6
吃力,吃力,chīlì,6
迟钝,遲鈍,chídùn,6
钝,鈍,dùn,6
迟缓,遲緩,chíhuǎn,6
迟疑,遲疑,chíyí,6
持久,持久,chíjiǔ,6
赤道,赤道,chìdào,6
赤,赤,chì,6
赤字,赤字,chìzì,6
冲动,沖動,chōngdòng,6
冲击,沖擊,chōngjī,6
冲突,沖突,chōngtū,6
充当,充當,chōngdāng,6
充沛,充沛,chōngpèi,6
沛,沛,pèi,6
充实,充實,chōngshí,6
充足,充足,chōngzú,6
重叠,重疊,chóngdié,6
叠,疊,dié,6
崇拜,崇拜,chóngbài,6
崇,崇,chóng,6
崇高,崇高,chónggāo,6
崇敬,崇敬,chóngjìng,6
稠密,稠密,chóumì,6
稠,稠,chóu/tiáo/diào,6
筹备,籌備,chóubèi,6
筹,籌,chóu/táo,6
丑恶,醜惡,chǒu'è,6
出路,出路,chūlù,6
出卖,出賣,chūmài,6
出身,出身,chūshēn,6
出神,出神,chū shén,6
出息,出息,chūxi,6
初步,初步,chūbù,6
处分,處分,chǔfèn,6
处境,處境,chǔjìng,6
处置,處置,chǔzhì,6
储备,儲備,chǔbèi,6
储,儲,chǔ/chú,6
储存,儲存,chǔcún,6
储蓄,儲蓄,chǔxù,6
蓄,蓄,xù,6
触犯,觸犯,chùfàn,6
犯,犯,fàn,6
川流不息,川流不息,chuān liú bù xī,6
川,川,chuān,6
穿越,穿越,chuānyuè,6
传达,傳達,chuándá,6
传单,傳單,chuándān,6
传授,傳授,chuánshòu,6
船舶,船舶,chuánbó,6
舶,舶,bó,6
喘气,喘氣,chuǎnqì,6
喘,喘,chuǎn,6
串,串,chuàn,6
床单,床單,chuángdān,6
创立,創立,chuànglì,6
创新,創新,chuàngxīn,6
创业,創業,chuàngyè,6
创作,創作,chuàngzuò,6
吹牛,吹牛,chuī niú,6
吹捧,吹捧,chuīpěng,6
捧,捧,pěng/fèng,6
炊烟,炊煙,chuīyān,6
炊,炊,chuī,6
垂直,垂直,chuízhí,6
垂,垂,chuí/zhuì,6
锤,錘,chuí,6
纯粹,純粹,chúncuì,6
粹,粹,cuì/suì,6
纯洁,純潔,chúnjié,6
洁,潔,jié,6
慈善,慈善,císhàn,6
慈,慈,cí,6
慈祥,慈祥,cíxiáng,6
祥,祥,xiáng,6
磁带,磁帶,cídài,6
磁,磁,cí,6
雌雄,雌雄,cíxióng,6
雌,雌,cí,6
次品,次品,cìpǐn,6
次序,次序,cìxù,6
伺候,伺候,cìhou,6
伺,伺,cì/sì,6
从容,從容,cóngróng,6
丛,叢,cóng,6
凑合,湊合,còuhe,6
凑,湊,còu,6
粗鲁,粗魯,cūlǔ,6
鲁,魯,lǔ/lǚ,6
窜,竄,cuàn,6
摧残,摧殘,cuīcán,6
摧,摧,cuī/zuì/cuò,6
脆弱,脆弱,cuìruò,6
搓,搓,cuō,6
磋商,磋商,cuōshāng,6
磋,磋,cuō,6
挫折,挫折,cuòzhé,6
挫,挫,cuò/zuò,6
搭,搭,dā,6
搭档,搭檔,dādàng,6
搭配,搭配,dāpèi,6
达成,達成,dá chéng,6
答辩,答辯,dábiàn,6
答复,答複,dáfù,6
打包,打包,dǎbāo,6
打官司,打官司,dǎ guānsi,6
打击,打擊,dǎjī,6
打架,打架,dǎ jià,6
打量,打量,dǎliang,6
打猎,打獵,dǎ liè,6
猎,獵,liè,6
打仗,打仗,dǎzhàng,6
仗,仗,zhàng,6
大不了,大不了,dàbuliǎo,6
大臣,大臣,dàchén,6
臣,臣,chén,6
大伙儿,大夥兒,dàhuǒr,6
大肆,大肆,dàsì,6
肆,肆,sì/tì,6
大体,大體,dàtǐ,6
大意,大意,dàyì,6
大致,大致,dàzhì,6
歹徒,歹徒,dǎitú,6
歹,歹,è/dǎi/dāi,6
徒,徒,tú,6
代价,代價,dàijià,6
代理,代理,dàilǐ,6
带领,帶領,dàilǐng,6
怠慢,怠慢,dàimàn,6
怠,怠,dài/yí,6
逮捕,逮捕,dàibǔ,6
逮,逮,dǎi/dài/dì,6
担保,擔保,dānbǎo,6
胆怯,膽怯,dǎnqiè,6
怯,怯,qiè,6
诞辰,誕辰,dànchén,6
诞,誕,dàn,6
辰,辰,chén,6
诞生,誕生,dànshēng,6
淡季,淡季,dànjì,6
淡水,淡水,dànshuǐ,6
蛋白质,蛋白質,dànbáizhì,6
当场,當場,dāngchǎng,6
当初,當初,dāngchū,6
当代,當代,dāngdài,6
当面,當面,dāng miàn,6
当前,當前,dāngqián,6
当事人,當事人,dāngshìrén,6
当务之急,當務之急,dāngwùzhījí,6
当选,當選,dāngxuǎn,6
党,黨,dǎng,6
档案,檔案,dàng'àn,6
档次,檔次,dàngcì,6
导弹,導彈,dǎodàn,6
导航,導航,dǎoháng,6
导向,導向,dǎoxiàng,6
捣乱,搗亂,dǎo luàn,6
捣,搗,dǎo,6
倒闭,倒閉,dǎobì,6
盗窃,盜竊,dàoqiè,6
盗,盜,dào,6
窃,竊,qiè,6
稻谷,稻谷,dàogǔ,6
稻,稻,dào,6
谷,谷,gǔ/lù/yù,6
得不偿失,得不償失,dé bù cháng shī,6
得力,得力,délì,6
得天独厚,得天獨厚,détiāndúhòu,6
得罪,得罪,dézuì,6
罪,罪,zuì/zui,6
灯笼,燈籠,dēnglong,6
笼,籠,lóng/long/lǒng,6
登陆,登陸,dēnglù,6
登录,登錄,dēnglù,6
蹬,蹬,dēng,6
等候,等候,děnghòu,6
等级,等級,děngjí,6
瞪,瞪,dèng,6
堤坝,堤壩,dībà,6
堤,堤,dī/dǐ/shí/wéi,6
坝,壩,bà,6
敌视,敵視,díshì,6
抵达,抵達,dǐdá,6
抵,抵,dǐ/zhǐ/qí,6
抵抗,抵抗,dǐkàng,6
抗,抗,kàng/gāng,6
抵制,抵制,dǐzhì,6
地步,地步,dìbù,6
地势,地勢,dìshì,6
地质,地質,dìzhì,6
递增,遞增,dìzēng,6
颠簸,顛簸,diānbǒ,6
颠,顛,diān,6
簸,簸,bǒ/bò,6
颠倒,顛倒,diāndǎo,6
典礼,典禮,diǎnlǐ,6
典型,典型,diǎnxíng,6
点缀,點綴,diǎnzhuì,6
缀,綴,zhui/zhuì/chuò,6
电源,電源,diànyuán,6
垫,墊,diàn,6
惦记,惦記,diànjì,6
惦,惦,diàn,6
奠定,奠定,diàndìng,6
奠,奠,diàn/tíng/dìng/zhèng/zūn,6
叼,叼,diāo,6
雕刻,雕刻,diāokè,6
雕,雕,diāo,6
雕塑,雕塑,diāosù,6
吊,吊,diào,6
调动,調動,diàodòng,6
跌,跌,diē,6
丁,丁,dīng,6
叮嘱,叮囑,dīngzhǔ,6
叮,叮,dīng,6
嘱,囑,zhǔ,6
盯,盯,dīng,6
定期,定期,dìngqī,6
定义,定義,dìngyì,6
丢人,丟人,diū rén,6
丢三落四,丟三落四,diūsān làsì,6
东道主,東道主,dōngdàozhǔ,6
东张西望,東張西望,dōngzhāngxīwàng,6
董事长,董事長,dǒngshìzhǎng,6
董,董,dǒng/zhǒng,6
动荡,動蕩,dòngdàng,6
荡,蕩,dàng/tāng/tàng,6
动机,動機,dòngjī,6
动静,動靜,dòngjìng,6
动力,動力,dònglì,6
动脉,動脈,dòngmài,6
脉,脈,mài,6
动身,動身,dòng shēn,6
动手,動手,dòngshǒu,6
动态,動態,dòngtài,6
动员,動員,dòngyuán,6
冻结,凍結,dòngjié,6
栋,棟,dòng,6
兜,兜,dōu,6
陡峭,陡峭,dǒuqiào,6
陡,陡,dǒu,6
峭,峭,qiào,6
斗争,鬥爭,dòuzhēng,6
督促,督促,dūcù,6
督,督,dū,6
毒品,毒品,dúpǐn,6
独裁,獨裁,dúcái,6
堵塞,堵塞,dǔsè,6
赌博,賭博,dǔbó,6
赌,賭,dǔ,6
杜绝,杜絕,dùjué,6
杜,杜,dù/dǔ/tú,6
端午节,端午節,duānwǔ jié,6
端正,端正,duānzhèng,6
短促,短促,duǎncù,6
断定,斷定,duàndìng,6
断绝,斷絕,duànjué,6
堆积,堆積,duījī,6
队伍,隊伍,duìwu,6
伍,伍,wu/wǔ,6
对策,對策,duìcè,6
对称,對稱,duìchèn,6
对付,對付,duìfu,6
对抗,對抗,duìkàng,6
对立,對立,duìlì,6
对联,對聯,duìlián,6
对应,對應,duìyìng,6
对照,對照,duìzhào,6
兑现,兌現,duìxiàn,6
顿时,頓時,dùnshí,6
多元化,多元化,duōyuánhuà,6
哆嗦,哆嗦,duōsuo,6
哆,哆,duō/chǐ/zhà/chì/duò/diě,6
嗦,嗦,suo/suō,6
堕落,墮落,duòluò,6
堕,墮,huī/huì/duò,6
额外,額外,éwài,6
额,額,é,6
恶心,惡心,ěxin,6
恶化,惡化,èhuà,6
遏制,遏制,èzhì,6
遏,遏,è,6
恩怨,恩怨,ēnyuàn,6
恩,恩,ēn,6
而已,而已,éryǐ,6
二氧化碳,二氧化碳,èryǎnghuàtàn,6
氧,氧,yǎng,6
碳,碳,tàn,6
发布,發布,fābù,6
发财,發財,fā cái,6
发呆,發呆,fādāi,6
发动,發動,fādòng,6
发觉,發覺,fājué,6
发射,發射,fāshè,6
发誓,發誓,fāshì,6
誓,誓,shì,6
发行,發行,fāxíng,6
发炎,發炎,fāyán,6
炎,炎,yán/yàn/tán,6
发扬,發揚,fāyáng,6
发育,發育,fāyù,6
法人,法人,fǎrén,6
番,番,fān,6
凡是,凡是,fánshì,6
凡,凡,fán,6
繁华,繁華,fánhuá,6
繁忙,繁忙,fánmáng,6
繁体字,繁體字,fántǐzì,6
繁殖,繁殖,fánzhí,6
殖,殖,zhí/shì,6
反驳,反駁,fǎnbó,6
驳,駁,bó,6
反常,反常,fǎncháng,6
反感,反感,fǎngǎn,6
反抗,反抗,fǎnkàng,6
反馈,反饋,fǎnkuì,6
馈,饋,kuì/tuí,6
反面,反面,fǎnmiàn,6
反射,反射,fǎnshè,6
反思,反思,fǎnsī,6
反问,反問,fǎnwèn,6
反之,反之,fǎnzhī,6
泛滥,泛濫,fànlàn,6
滥,濫,làn/jiàn/lǎn/lán,6
范畴,範疇,fànchóu,6
畴,疇,chóu,6
贩卖,販賣,fànmài,6
贩,販,fàn,6
方位,方位,fāngwèi,6
方言,方言,fāngyán,6
方圆,方圓,fāngyuán,6
方针,方針,fāngzhēn,6
防守,防守,fángshǒu,6
防御,防禦,fángyù,6
御,禦,yù,6
防止,防止,fángzhǐ,6
防治,防治,fángzhì,6
访问,訪問,fǎngwèn,6
纺织,紡織,fǎngzhī,6
纺,紡,fǎng/bǎng/fàng,6
放大,放大,fàngdà,6
放射,放射,fàngshè,6
飞禽走兽,飛禽走獸,fēiqínzǒushòu,6
禽,禽,qín,6
兽,獸,shòu,6
飞翔,飛翔,fēixiáng,6
翔,翔,xiáng,6
飞跃,飛躍,fēiyuè,6
非法,非法,fēifǎ,6
肥沃,肥沃,féiwò,6
沃,沃,wò,6
