Simplified,Traditional,Pinyin,HSK Grade
爱,愛,ài,1
八,八,bā,1
爸爸,爸爸,bàba,1
爸,爸,bà/ba,1
杯子,杯子,bēizi,1
杯,杯,bēi,1
子,子,zi/zǐ,1
北京,北京,běijīng,1
北,北,běi/bèi,1
京,京,jīng,1
本,本,běn,1
不,不,bù,1
不客气,不客氣,bú kèqi,1
客,客,kè/qià,1
气,氣,qì/qi/xì,1
菜,菜,cài,1
茶,茶,chá,1
吃,吃,chī,1
出租车,出租車,chūzūchē,1
出,出,chū,1
租,租,zū/jū,1
车,車,chē/jū,1
打电话,打電話,dǎ diànhuà,1
打,打,dǎ/da/dá,1
电,電,diàn,1
话,話,huà/hua,1
大,大,dà,1
的,的,de,1
点,點,diǎn,1
电脑,電腦,diànnǎo,1
脑,腦,nǎo/nào,1
电视,電視,diànshì,1
视,視,shì/shi,1
电影,電影,diànyǐng,1
影,影,yǐng,1
东西,東西,dōngxi,1
东,東,dōng,1
西,西,xi/xī,1
都,都,dōu,1
读,讀,dú,1
对不起,對不起,duìbuqǐ,1
对,對,duì,1
起,起,qǐ,1
多,多,duō,1
多少,多少,duōshao,1
少,少,shǎo/shao/shào,1
儿子,兒子,érzi,1
儿,兒,r/ér/ní,1
二,二,èr,1
饭店,飯店,fàndiàn,1
饭,飯,fàn,1
店,店,diàn,1
飞机,飛機,fēijī,1
飞,飛,fēi,1
机,機,jī,1
分钟,分鐘,fēnzhōng,1
分,分,fēn/fèn/fen/fén/bàn,1
钟,鐘,zhōng,1
高兴,高興,gāoxìng,1
高,高,gāo/gào,1
兴,興,xìng/xīng/xìn,1
个,個,ge,1
工作,工作,gōngzuò,1
工,工,gōng,1
作,作,zuò/zuō/zuó,1
狗,狗,gǒu,1
汉语,漢語,hànyǔ,1
汉,漢,hàn/tān,1
语,語,yǔ/yù,1
好,好,hǎo,1
号,號,hào,1
喝,喝,hē,1
和,和,hé,1
很,很,hěn,1
后面,后面,hòumian,1
后,后,hòu,1
面,面,miàn/mian,1
回,回,huí,1
会,會,huì,1
几,幾,jǐ,1
家,家,jiā,1
叫,叫,jiào,1
今天,今天,jīntiān,1
今,今,jīn,1
天,天,tiān/tian,1
九,九,jiǔ,1
开,開,kāi,1
看,看,kàn,1
看见,看見,kànjiàn,1
见,見,jiàn/xiàn/jian,1
块,塊,kuài,1
来,來,lái,1
老师,老師,lǎoshī,1
老,老,lǎo,1
师,師,shī,1
了,了,le,1
冷,冷,lěng,1
里,裡,lǐ,1
六,六,liù,1
妈妈,媽媽,māma,1
妈,媽,mā/ma,1
吗,嗎,ma,1
买,買,mǎi,1
猫,貓,māo,1
没关系,沒關系,méiguānxi,1
没,沒,méi/mò,1
关,關,guān/wān/wǎn,1
系,系,xì/xi/jì,1
没有,沒有,méiyǒu,1
有,有,yǒu/yòu/wěi,1
米饭,米飯,mǐfàn,1
米,米,mǐ,1
名字,名字,míngzi,1
名,名,míng/mìng,1
字,字,zì/zi,1
明天,明天,míngtiān,1
明,明,míng/ming/mèng,1
哪,哪,nǎ,1
哪儿,哪兒,nǎr,1
那,那,nà,1
呢,呢,ne,1
能,能,néng,1
你,你,nǐ,1
年,年,nián,1
女儿,女兒,nǚ'ér,1
女,女,nǚ/nǜ/rǔ,1
朋友,朋友,péngyou,1
朋,朋,péng,1
友,友,you/yǒu,1
漂亮,漂亮,piàoliang,1
漂,漂,piào/piāo/piǎo/biāo,1
亮,亮,liàng/liang/liáng,1
苹果,蘋果,píngguǒ,1
苹,蘋,píng/pín,1
果,果,guǒ/luǒ/guàn,1
七,七,qī,1
前面,前面,qiánmiàn,1
前,前,qián/qiǎn/jiǎn,1
钱,錢,qián,1
请,請,qǐng,1
去,去,qù,1
热,熱,rè,1
人,人,rén,1
认识,認識,rènshi,1
认,認,rèn,1
识,識,shi/shí/zhì,1
三,三,sān,1
商店,商店,shāngdiàn,1
商,商,shāng,1
上,上,shàng,1
上午,上午,shàngwǔ,1
午,午,wǔ/wu,1
谁,誰,shéi,1
什么,什麼,shénme,1
什,什,shén/shen/shí,1
么,麼,me,1
十,十,shí,1
时候,時候,shíhou,1
时,時,shí,1
候,候,hou/hòu,1
是,是,shì,1
书,書,shū,1
水,水,shuǐ,1
水果,水果,shuǐguǒ,1
睡觉,睡覺,shuìjiào,1
睡,睡,shuì,1
觉,覺,jué/jiào,1
说,說,shuō,1
四,四,sì,1
岁,歲,suì,1
他,他,tā,1
她,她,tā,1
太,太,tài,1
天气,天氣,tiānqì,1
听,聽,tīng,1
同学,同學,tóngxué,1
同,同,tóng/tong/tòng,1
学,學,xué/huá/jiào,1
喂,喂,wéi,1
我,我,wǒ,1
我们,我們,wǒmen,1
们,們,men/mèn/mén,1
五,五,wǔ,1
喜欢,喜歡,xǐhuan,1
喜,喜,xǐ/xī/chì,1
欢,歡,huan/huān,1
下,下,xià,1
下午,下午,xiàwǔ,1
下雨,下雨,xiàyǔ,1
雨,雨,yǔ/yù,1
先生,先生,xiānsheng,1
先,先,xiān,1
生,生,shēng/sheng,1
现在,現在,xiànzài,1
现,現,xiàn,1
在,在,zài,1
想,想,xiǎng,1
小,小,xiǎo,1
小姐,小姐,xiǎojie,1
姐,姐,jie/jiě/jù/xù/zū,1
些,些,xiē,1
写,寫,xiě,1
谢谢,謝謝,xièxie,1
谢,謝,xiè/xie,1
星期,星期,xīngqī,1
星,星,xīng,1
期,期,qī,1
学生,學生,xuésheng,1
学习,學習,xuéxí,1
习,習,xí,1
学校,學校,xuéxiào,1
校,校,xiào/jiào/jiǎo/qiāo,1
一,一,yī,1
一点儿,一點兒,yìdiǎnr,1
衣服,衣服,yīfu,1
衣,衣,yī/yì,1
服,服,fú/fu/fù/bì/bó,1
医生,醫生,yīshēng,1
医,醫,yī/yǐ,1
医院,醫院,yīyuàn,1
院,院,yuàn,1
椅子,椅子,yǐzi,1
椅,椅,yǐ/yī,1
月,月,yuè,1
再见,再見,zàijiàn,1
再,再,zài,1
怎么,怎麼,zěnme,1
怎,怎,zěn,1
怎么样,怎麼樣,zěnmeyàng,1
样,樣,yàng/xiàng,1
这,這,zhè,1
中国,中國,zhōngguó,1
中,中,zhōng/zhòng,1
国,國,guó,1
中午,中午,zhōngwǔ,1
住,住,zhù,1
桌子,桌子,zhuōzi,1
桌,桌,zhuō,1
昨天,昨天,zuótiān,1
昨,昨,zuó,1
坐,坐,zuò,1
做,做,zuò,1
吧,吧,ba,2
白,白,bái,2
百,百,bǎi,2
帮助,幫助,bāngzhù,2
帮,幫,bāng,2
助,助,zhù/chú,2
报纸,報紙,bàozhǐ,2
报,報,bào/fù,2
纸,紙,zhǐ,2
比,比,bǐ,2
别,別,bié,2
宾馆,賓館,bīnguǎn,2
宾,賓,bīn,2
馆,館,guǎn,2
长,長,"cháng, zhǎng",2
唱歌,唱歌,chànggē,2
唱,唱,chàng,2
歌,歌,gē/ge,2
穿,穿,chuān,2
次,次,cì,2
从,從,cóng,2
错,錯,cuò,2
打篮球,打籃球,dǎ lánqiú,2
篮,籃,lán,2
球,球,qiú,2
大家,大家,dàjiā,2
到,到,dào,2
得,得,de,2
等,等,děng,2
弟弟,弟弟,dìdi,2
弟,弟,dì/di/tì/tuí,2
第一,第一,dìyī,2
第,第,dì,2
懂,懂,dǒng,2
房间,房間,fángjiān,2
房,房,fáng/páng,2
间,間,jiān/jian/jiàn/jiǎn,2
非常,非常,fēicháng,2
非,非,fēi/fěi,2
常,常,cháng,2
服务员,服務員,fúwùyuán,2
务,務,wu/wù/wǔ/wú/máo/mào,2
员,員,yuán/yún/yùn,2
告诉,告訴,gàosu,2
告,告,gào/jū/gù,2
诉,訴,su/sù,2
哥哥,哥哥,gēge,2
哥,哥,gē/ge,2
给,給,gěi,2
公共汽车,公共汽車,gōnggòng qìchē,2
公,公,gōng,2
共,共,gòng/gōng/gǒng/hóng,2
汽,汽,qì/gài/yǐ,2
公司,公司,gōngsī,2
司,司,sī/cí/sì,2
贵,貴,guì,2
过,過,guò,2
还,還,hái,2
孩子,孩子,háizi,2
孩,孩,hái,2
好吃,好吃,hǎochī,2
黑,黑,hēi,2
红,紅,hóng,2
火车站,火車站,huǒchēzhàn,2
火,火,huǒ/huō,2
站,站,zhàn/zhān,2
机场,機場,jīchǎng,2
场,場,chǎng/cháng/shāng/dàng,2
鸡蛋,雞蛋,jīdàn,2
鸡,雞,jī,2
蛋,蛋,dàn,2
件,件,jiàn,2
教室,教室,jiàoshì,2
教,教,jiào/jiāo,2
室,室,shì,2
姐姐,姐姐,jiějie,2
介绍,介紹,jièshào,2
介,介,jiè/gè,2
绍,紹,shào/chāo,2
进,進,jìn,2
近,近,jìn,2
就,就,jiù,2
觉得,覺得,juéde,2
咖啡,咖啡,kāfēi,2
咖,咖,kā/jiā/gā,2
啡,啡,fēi/pèi/pái/bài/pēi,2
开始,開始,kāishǐ,2
始,始,shǐ,2
考试,考試,kǎoshì,2
考,考,kǎo,2
试,試,shì,2
可能,可能,kěnéng,2
可,可,kě/gē/kè,2
可以,可以,kěyǐ,2
以,以,yǐ/sì,2
课,課,kè,2
快,快,kuài,2
快乐,快樂,kuàilè,2
乐,樂,lè/yuè/yào/luò/liáo,2
累,累,lèi,2
离,離,lí,2
两,兩,liǎng,2
零,零,líng,2
路,路,lù,2
旅游,旅游,lǚyóu,2
旅,旅,lǚ,2
游,游,yóu/liú,2
卖,賣,mài,2
慢,慢,màn,2
忙,忙,máng,2
每,每,měi,2
妹妹,妹妹,mèimei,2
妹,妹,mèi/mei,2
门,門,mén,2
面条,面條,miàntiáo,2
条,條,tiáo/tiāo,2
男,男,nán,2
您,您,nín,2
牛奶,牛奶,niúnǎi,2
牛,牛,niú,2
奶,奶,nǎi/nai,2
旁边,旁邊,pángbiān,2
旁,旁,páng/pēng/bēng/bàng,2
边,邊,biān/bian,2
跑步,跑步,pǎobù,2
跑,跑,pǎo/páo/bó,2
步,步,bù,2
便宜,便宜,piányi,2
便,便,biàn/pián/biān,2
宜,宜,yi/yí,2
票,票,piào,2
妻子,妻子,qīzi,2
妻,妻,qī/qì,2
起床,起床,qǐ chuáng,2
床,床,chuáng,2
千,千,qiān,2
铅笔,鉛筆,qiānbǐ,2
铅,鉛,qiān/yán,2
笔,筆,bǐ,2
晴,晴,qíng,2
去年,去年,qùnián,2
让,讓,ràng,2
日,日,rì,2
上班,上班,shàngbān,2
班,班,bān,2
身体,身體,shēntǐ,2
身,身,shēn/juān,2
体,體,tǐ/tī,2
生病,生病,shēngbìng,2
病,病,bìng,2
生日,生日,shēngrì,2
时间,時間,shíjiān,2
事情,事情,shìqing,2
事,事,shì/shi/zì,2
情,情,qíng/qing,2
手表,手表,shǒubiǎo,2
手,手,shǒu/shou,2
表,表,biǎo,2
手机,手機,shǒujī,2
说话,說話,shuōhuà,2
送,送,sòng,2
虽然,雖然,suīrán,2
虽,雖,suī,2
然,然,rán/ran,2
但是,但是,dànshì,2
但,但,dàn/tǎn/yàn,2
它,它,tā,2
踢足球,踢足球,tīzúqiú,2
踢,踢,tī/dié,2
足,足,zú/jù,2
题,題,tí,2
跳舞,跳舞,tiàowǔ,2
跳,跳,tiào/diào/táo,2
舞,舞,wǔ,2
外,外,wài,2
完,完,wán,2
玩,玩,wán,2
晚上,晚上,wǎnshang,2
晚,晚,wǎn,2
往,往,wǎng,2
为什么,為什麼,wèishénme,2
为,為,wèi/wéi,2
问,問,wèn,2
问题,問題,wèntí,2
西瓜,西瓜,xīguā,2
瓜,瓜,guā,2
希望,希望,xīwàng,2
希,希,xī,2
望,望,wàng/wang,2
洗,洗,xǐ,2
小时,小時,xiǎoshí,2
笑,笑,xiào,2
新,新,xīn,2
姓,姓,xìng,2
休息,休息,xiūxi,2
休,休,xiū/xù,2
息,息,xi/xī,2
雪,雪,xuě,2
颜色,顏色,yánsè,2
颜,顏,yán,2
色,色,sè/shǎi,2
眼睛,眼睛,yǎnjing,2
眼,眼,yǎn/wěn,2
睛,睛,jing/jīng/jǐng,2
羊肉,羊肉,yángròu,2
羊,羊,yáng,2
肉,肉,ròu/rù,2
药,藥,yào,2
要,要,yào,2
也,也,yě,2
一起,一起,yìqǐ,2
一下,一下,yíxià,2
已经,已經,yǐjing,2
已,已,yǐ,2
经,經,jīng/jing/jìng,2
意思,意思,yìsi,2
意,意,yì/yi/yī,2
思,思,sī/si/sāi,2
因为,因為,yīnwèi,2
因,因,yīn,2
所以,所以,suǒyǐ,2
所,所,suǒ,2
阴,陰,yīn,2
游泳,游泳,yóuyǒng,2
泳,泳,yǒng,2
右边,右邊,yòubian,2
右,右,yòu,2
鱼,魚,yú,2
远,遠,yuǎn,2
运动,運動,yùndòng,2
运,運,yùn,2
动,動,dòng,2
早上,早上,zǎoshang,2
早,早,zǎo,2
丈夫,丈夫,zhàngfu,2
丈,丈,zhàng,2
夫,夫,fu/fū/fú,2
找,找,zhǎo,2
着,著,zhe,2
真,真,zhēn,2
正在,正在,zhèngzài,2
正,正,zhèng/zheng/zhēng,2
知道,知道,zhīdao,2
知,知,zhī/zhì,2
道,道,dào/dao/dǎo,2
准备,准備,zhǔnbèi,2
准,准,zhǔn,2
备,備,bèi,2
走,走,zǒu,2
最,最,zuì,2
左边,左邊,zuǒbian,2
左,左,zuǒ,2
阿姨,阿姨,āyí,3
阿,阿,ā/ē/ě/ǎ/à,3
姨,姨,yí,3
啊,啊,a,3
矮,矮,ǎi,3
爱好,愛好,àihào,3
安静,安靜,ānjìng,3
安,安,ān,3
静,靜,jìng/jing,3
把,把,bǎ,3
搬,搬,bān,3
办法,辦法,bànfǎ,3
办,辦,bàn,3
法,法,fǎ/fa,3
办公室,辦公室,bàngōngshì,3
半,半,bàn,3
帮忙,幫忙,bāngmáng,3
包,包,bāo,3
饱,飽,bǎo,3
北方,北方,běifāng,3
方,方,fāng/fang/fáng/fǎng/páng/wǎng/fēng,3
被,被,bèi,3
鼻子,鼻子,bízi,3
鼻,鼻,bí,3
比较,比較,bǐjiào,3
较,較,jiào/jué/xiào,3
比赛,比賽,bǐsài,3
赛,賽,sài,3
笔记本,筆記本,bǐjìběn,3
记,記,jì/ji,3
必须,必須,bìxū,3
必,必,bì,3
须,須,xū,3
变化,變化,biànhuà,3
变,變,biàn,3
化,化,huà/huā/huò,3
别人,別人,biéren,3
冰箱,冰箱,bīngxiāng,3
冰,冰,bīng/níng,3
箱,箱,xiāng,3
不但,不但,búdàn,3
而且,而且,érqiě,3
而,而,ér/néng,3
且,且,qiě/jū/cú,3
菜单,菜單,càidān,3
单,單,dān/dǎn/chán/shàn/chǎn/dàn/zhàn/tán,3
参加,參加,cānjiā,3
参,參,cān/shēn/sān/cēn/càn/sǎn,3
加,加,jiā,3
草,草,cǎo,3
层,層,céng,3
差,差,chà,3
超市,超市,chāoshì,3
超,超,chāo/chǎo/chào/tiào,3
市,市,shì,3
衬衫,襯衫,chènshān,3
衬,襯,chèn,3
衫,衫,shān,3
成绩,成績,chéngjì,3
成,成,chéng/cheng,3
绩,績,jì,3
城市,城市,chéngshì,3
城,城,chéng,3
迟到,遲到,chídào,3
迟,遲,chí/zhì,3
除了,除了,chúle,3
除,除,chú/zhù/shū,3
船,船,chuán,3
春,春,chūn,3
词典,詞典,cídiǎn,3
词,詞,cí,3
典,典,diǎn/tiǎn,3
聪明,聰明,cōngming,3
聪,聰,cōng,3
打扫,打掃,dǎsǎo,3
扫,掃,sǎo/sào,3
打算,打算,dǎsuàn,3
算,算,suàn/suan,3
带,帶,dài,3
担心,擔心,dānxīn,3
担,擔,dān/dàn/dan/shàn,3
心,心,xīn/xin,3
蛋糕,蛋糕,dàngāo,3
糕,糕,gāo,3
当然,當然,dāngrán,3
当,當,dāng/dàng/dang,3
地,地,"dì, de",3
灯,燈,dēng,3
地方,地方,dìfang,3
地铁,地鐵,dìtiě,3
铁,鐵,tiě/dié,3
地图,地圖,dìtú,3
图,圖,tú,3
电梯,電梯,diàntī,3
梯,梯,tī/tí,3
电子邮件,電子郵件,diànzǐ yóujiàn,3
邮,郵,yóu/chuí,3
冬,冬,dōng,3
动物,動物,dòngwù,3
物,物,wù/wu,3
短,短,duǎn,3
段,段,duàn,3
锻炼,鍛煉,duànliàn,3
锻,鍛,duàn,3
炼,煉,liàn/làn,3
多么,多麼,duōme,3
饿,餓,è,3
耳朵,耳朵,ěrduo,3
耳,耳,ěr/réng,3
朵,朵,duo/duǒ,3
发,發,"fā, fà",3
发烧,發燒,fāshāo,3
烧,燒,shāo/shào,3
发现,發現,fāxiàn,3
方便,方便,fāngbiàn,3
放,放,fàng,3
放心,放心,fàngxīn,3
附近,附近,fùjìn,3
附,附,fù/bù/fū,3
复习,復習,fùxí,3
复,復,fù,3
干净,干淨,gānjìng,3
干,干,gàn/gān/àn,3
净,淨,jìng/chéng,3
感冒,感冒,gǎnmào,3
感,感,gǎn/hàn,3
冒,冒,mào/mò,3
